ID_Cliente;Nome;Sexo;Idade; Renda_Mensal ;Data_Cadastro;Estado_Civil
11354;Sophie Rodrigues;M;45;0.0;2023-08-08 00:00:00+00:00;Solteiro
11355;Dra. Joana Porto;F;64;16526.58;2026-04-29 00:00:00+00:00;Casado
11356;Davi Luiz Moura;M;36;19103.05;2024-02-12 00:00:00+00:00;Divorciado
11357;Dr. Thiago da Mata;F;19;3186.89;2023-02-20 00:00:00+00:00;Divorciado
11358;Leonardo Fernandes;no value;25;12730.53;2023-06-08 00:00:00+00:00;Solteiro
11359;João Vitor da Mata;F;45;21399.71;2022-03-27 00:00:00+00:00;Divorciado
11360;Cecília Araújo;F;55;8049.37;2025-08-17 00:00:00+00:00;Solteiro
11361;Enzo Barbosa;M;19;10908.29;2022-12-25 00:00:00+00:00;Solteiro
11362;Miguel Martins;M;74;12063.94;2021-09-27 00:00:00+00:00;Solteiro
11363;Ana Beatriz Duarte;M;72;20127.23;2023-03-14 00:00:00+00:00;Solteiro
11364;Danilo Nunes;F;62;7048.35;2023-09-12 00:00:00+00:00;Casado
11365;Laura Costa;F;19;5075.7;2024-11-30 00:00:00+00:00;Solteiro
11366;Kamilly Silveira;M;63;0.0;2022-05-04 00:00:00+00:00;Divorciado
11367;Dr. Gabriel Novaes;F;69;6748.0;2023-09-19 00:00:00+00:00;Solteiro
11368;Dr. Luiz Fernando Fernandes;M;39;17798.28;2021-08-14 00:00:00+00:00;Divorciado
11369;Manuela Almeida;F;41;3190.56;2021-10-08 00:00:00+00:00;Casado
11370;Eduarda Jesus;M;61;0.0;2024-11-14 00:00:00+00:00;Solteiro
11371;Vitória Fernandes;M;31;15545.13;2022-12-06 00:00:00+00:00;Divorciado
11372;Srta. Letícia Caldeira;F;71;18240.96;2024-07-21 00:00:00+00:00;Divorciado
11373;Rafael Sales;M;27;0.0;2022-03-05 00:00:00+00:00;Divorciado
11374;João Miguel Souza;F;0;13914.83;2021-08-03 00:00:00+00:00;Casado
11375;Giovanna Aragão;F;36;16635.79;2026-01-07 00:00:00+00:00;Solteiro
11376;Larissa Pinto;F;24;6703.35;2023-11-16 00:00:00+00:00;Divorciado
11377;Isabelly Araújo;M;33;3295.06;2023-03-17 00:00:00+00:00;Divorciado
11378;Sofia Pires;F;65;17326.69;2025-03-11 00:00:00+00:00;Solteiro
11379;Ana Carolina Rocha;M;59;5120.68;2022-10-14 00:00:00+00:00;Solteiro
11380;Eduardo Araújo;F;43;10759.94;2026-05-14 00:00:00+00:00;Casado
11381;Lara Barbosa;F;46;8657.52;2025-01-07 00:00:00+00:00;Solteiro
11382;Thomas Vieira;F;50;4551.24;2024-07-16 00:00:00+00:00;Casado
11383;Augusto Lopes;M;23;9776.58;2025-02-17 00:00:00+00:00;Divorciado
11384;Pedro Miguel Freitas;F;73;18961.83;2021-08-20 00:00:00+00:00;Solteiro
11385;Laura Peixoto;F;31;7290.02;2023-10-24 00:00:00+00:00;Solteiro
11386;Luna Jesus;M;59;6631.22;2021-06-09 00:00:00+00:00;Solteiro
11387;Sr. Danilo Fernandes;F;67;14548.81;2024-09-19 00:00:00+00:00;Casado
11388;Ana Cavalcanti;F;60;20724.05;2021-10-17 00:00:00+00:00;Solteiro
11389;Milena Moura;F;43;21774.6;2022-04-11 00:00:00+00:00;Solteiro
11390;Miguel Araújo;F;30;24805.01;2025-03-26 00:00:00+00:00;Solteiro
11391;Ana Sophia Nogueira;F;33;9879.89;2025-02-06 00:00:00+00:00;Divorciado
11392;Júlia Silveira;F;70;21356.15;2022-07-13 00:00:00+00:00;Casado
11393;Noah Fernandes;M;34;13587.58;2025-09-03 00:00:00+00:00;Divorciado
11394;Maria Julia Lopes;F;40;4073.01;2025-09-29 00:00:00+00:00;Casado
11395;Theo Correia;M;75;0.0;2022-05-10 00:00:00+00:00;Casado
11396;Lorena Pinto;M;34;14122.51;2021-09-20 00:00:00+00:00;Solteiro
11397;Emanuel Peixoto;M;72;0.0;2024-06-10 00:00:00+00:00;Casado
11398;Calebe Peixoto;M;41;11556.37;2023-02-24 00:00:00+00:00;Casado
11399;Luana Moura;M;19;18656.81;2021-08-30 00:00:00+00:00;Divorciado
11400;Pedro Miguel Cavalcanti;M;73;15545.02;2026-03-05 00:00:00+00:00;Solteiro
11401;Marcos Vinicius Viana;F;19;3675.88;2024-11-18 00:00:00+00:00;Casado
11402;Dr. Rodrigo Jesus;F;53;7491.07;2026-02-19 00:00:00+00:00;Solteiro
11403;Eloah Carvalho;F;38;5208.73;2022-08-19 00:00:00+00:00;Divorciado
11404;Felipe Cardoso;M;65;1390.84;2025-09-05 00:00:00+00:00;Solteiro
11405;Matheus da Luz;M;30;0.0;2021-12-09 00:00:00+00:00;Casado
11406;Calebe Rodrigues;M;58;1265.63;2024-07-25 00:00:00+00:00;Casado
11407;Stella Lima;M;39;17915.92;2025-03-08 00:00:00+00:00;Divorciado
11408;Thiago Cavalcanti;F;48;11712.17;2025-10-15 00:00:00+00:00;Solteiro
11409;Isabel da Costa;M;69;10454.5;2025-08-07 00:00:00+00:00;Solteiro
11410;Ian da Luz;F;35;12024.84;2022-09-29 00:00:00+00:00;Casado
11411;Noah Fernandes;M;49;4885.36;2023-02-26 00:00:00+00:00;Divorciado
11412;Gustavo Henrique da Cruz;M;0;13009.53;2022-04-25 00:00:00+00:00;Casado
11413;Helena da Mata;M;28;13033.2;2021-12-02 00:00:00+00:00;Divorciado
11414;Melissa Lopes;F;62;12534.8;2022-01-15 00:00:00+00:00;Solteiro
11415;Dr. Paulo Silva;M;70;13067.65;2022-01-11 00:00:00+00:00;Solteiro
11416;Stephany Nogueira;M;75;8923.87;2021-09-13 00:00:00+00:00;Casado
11417;Dr. Alexandre Barbosa;F;0;11459.25;2021-05-27 00:00:00+00:00;Divorciado
11418;Clara Gomes;M;39;13437.95;2022-04-09 00:00:00+00:00;Divorciado
11419;Pietra Teixeira;F;46;15458.55;2023-06-15 00:00:00+00:00;Divorciado
11420;Cecília da Mata;M;0;8371.69;2024-11-24 00:00:00+00:00;Casado
11421;Letícia Cardoso;M;25;4748.59;2026-04-23 00:00:00+00:00;Divorciado
11422;Carolina Rodrigues;M;66;7277.1;2024-12-30 00:00:00+00:00;Solteiro
11423;Heloísa Silveira;M;41;19891.12;2026-01-09 00:00:00+00:00;Casado
11424;João Lucas da Luz;M;69;12680.68;2022-12-08 00:00:00+00:00;Solteiro
11425;Mirella Barros;F;50;20380.46;2021-06-04 00:00:00+00:00;Solteiro
11426;Alexia Barros;no value;19;0.0;2025-11-08 00:00:00+00:00;Divorciado
11427;Benício Rocha;F;18;21583.14;2022-11-02 00:00:00+00:00;Divorciado
11428;Bruno Moreira;M;50;24974.45;2022-01-04 00:00:00+00:00;Divorciado
11429;Maria Sophia Rodrigues;M;19;17235.43;2024-05-02 00:00:00+00:00;Solteiro
11430;Francisco Mendes;M;72;8742.24;2024-07-30 00:00:00+00:00;Solteiro
11431;Davi Lucca Nascimento;F;28;2792.25;2023-02-10 00:00:00+00:00;Solteiro
11432;Dra. Júlia Nunes;F;46;12890.38;2021-12-02 00:00:00+00:00;Divorciado
11433;Marcelo Viana;F;32;15690.78;2023-11-25 00:00:00+00:00;Divorciado
11434;Bryan da Cruz;F;25;20537.83;2024-07-22 00:00:00+00:00;Divorciado
11435;Henrique da Costa;M;28;20329.06;2023-09-01 00:00:00+00:00;Divorciado
11436;Cecília Castro;M;55;9195.79;2024-02-02 00:00:00+00:00;Solteiro
11437;Dr. Yuri Rezende;M;62;5820.65;2022-07-05 00:00:00+00:00;Divorciado
11438;Nicolas da Cunha;F;53;14995.05;2024-07-27 00:00:00+00:00;Divorciado
11439;João Vitor Cardoso;F;38;22743.27;2023-03-07 00:00:00+00:00;Divorciado
11440;Pedro Miguel Costa;M;52;22305.34;2024-08-17 00:00:00+00:00;Divorciado
11441;Joaquim Moraes;M;72;3263.14;2021-09-29 00:00:00+00:00;Divorciado
11442;Gabriel da Cunha;M;52;23934.73;2023-02-09 00:00:00+00:00;Divorciado
11443;Lívia Nogueira;M;27;13180.29;2025-05-02 00:00:00+00:00;Divorciado
11444;Isabella Barbosa;M;72;0.0;2025-09-01 00:00:00+00:00;Divorciado
11445;Danilo Nunes;M;44;3469.83;2023-02-27 00:00:00+00:00;Solteiro
11446;Pedro Henrique Peixoto;F;48;19912.76;2023-04-01 00:00:00+00:00;Solteiro
11447;Marcela Peixoto;F;48;3771.37;2021-05-26 00:00:00+00:00;Casado
11448;Leonardo Oliveira;M;28;17163.56;2023-05-24 00:00:00+00:00;Casado
11449;Noah Cunha;M;26;16491.62;2022-01-24 00:00:00+00:00;Casado
11450;Henrique Souza;F;0;0.0;2022-02-03 00:00:00+00:00;Divorciado
11451;Ana Sophia Teixeira;F;22;21124.33;2025-06-19 00:00:00+00:00;Divorciado
11452;Theo Jesus;M;60;11718.5;2023-11-28 00:00:00+00:00;Divorciado
11453;Luiz Miguel Jesus;F;20;17454.96;2025-09-19 00:00:00+00:00;Solteiro
11454;Agatha Jesus;F;49;0.0;2022-11-24 00:00:00+00:00;Divorciado
11455;Maitê Nascimento;F;54;17210.74;2024-08-10 00:00:00+00:00;Casado
11456;Luiz Henrique Gonçalves;F;24;21873.78;2022-04-21 00:00:00+00:00;Solteiro
11457;Lucas Gabriel Novaes;no value;19;12479.09;2026-03-24 00:00:00+00:00;Divorciado
11458;Sra. Caroline da Conceição;F;63;12713.86;2022-02-14 00:00:00+00:00;Divorciado
11459;Dra. Alexia da Rocha;M;21;0.0;2023-06-06 00:00:00+00:00;Casado
11460;Leonardo Moura;M;41;20119.25;2026-05-07 00:00:00+00:00;Solteiro
11461;Maitê Barbosa;F;26;4228.44;2026-05-18 00:00:00+00:00;Casado
11462;Natália da Mata;F;33;16118.14;2024-12-22 00:00:00+00:00;Divorciado
11463;Lorenzo Fernandes;F;55;13592.91;2021-09-27 00:00:00+00:00;Solteiro
11464;Alice da Conceição;M;72;14806.49;2022-08-28 00:00:00+00:00;Solteiro
11465;Cauã Lopes;F;74;3711.23;2026-03-16 00:00:00+00:00;Solteiro
11466;Isabella Cardoso;M;33;17165.57;2026-01-19 00:00:00+00:00;Solteiro
11467;Bryan Freitas;F;46;15997.17;2022-12-18 00:00:00+00:00;Divorciado
11468;Davi da Costa;F;69;0.0;2023-11-05 00:00:00+00:00;Solteiro
11469;Rodrigo Nascimento;M;62;24917.62;2022-04-21 00:00:00+00:00;Solteiro
11470;Noah Rocha;F;40;0.0;2024-09-25 00:00:00+00:00;Casado
11471;Isabelly da Costa;F;74;17723.15;2026-03-03 00:00:00+00:00;Casado
11472;João Guilherme Fogaça;F;75;6743.63;2024-01-12 00:00:00+00:00;Solteiro
11473;Raul Alves;M;56;7380.37;2022-11-08 00:00:00+00:00;Divorciado
11474;Carlos Eduardo Cavalcanti;M;59;24254.23;2022-12-18 00:00:00+00:00;Solteiro
11475;Maitê da Rocha;M;29;7023.92;2023-03-10 00:00:00+00:00;Solteiro
11476;Sra. Ana Clara Rodrigues;F;63;21299.75;2021-05-29 00:00:00+00:00;Divorciado
11477;Srta. Sophia Rezende;F;73;13928.85;2025-03-05 00:00:00+00:00;Solteiro
11478;Alice Gomes;M;44;22156.05;2025-03-02 00:00:00+00:00;Divorciado
11479;Heitor Alves;M;21;9049.56;2022-11-21 00:00:00+00:00;Casado
11480;Vicente Souza;M;46;20491.9;2025-01-09 00:00:00+00:00;Solteiro
11481;Bruna Correia;F;29;16280.73;2026-03-28 00:00:00+00:00;Solteiro
11482;Guilherme Carvalho;F;72;9358.27;2022-01-16 00:00:00+00:00;Casado
11483;Júlia da Paz;F;65;19346.46;2025-11-28 00:00:00+00:00;Casado
11484;Sr. Miguel Azevedo;M;71;10129.65;2025-09-05 00:00:00+00:00;Casado
11485;Sr. Raul Fogaça;F;62;24285.09;2022-03-14 00:00:00+00:00;Solteiro
11486;Rafael Azevedo;M;53;3840.71;2022-01-02 00:00:00+00:00;Casado
11487;Mariana Cardoso;M;34;8135.49;2024-01-21 00:00:00+00:00;Solteiro
11488;Yasmin Fernandes;M;0;4404.29;2022-07-24 00:00:00+00:00;Casado
11489;Dr. Vitor Gabriel Pires;M;51;22020.3;2021-10-17 00:00:00+00:00;Divorciado
11490;Pedro Rodrigues;F;29;23366.27;2026-03-26 00:00:00+00:00;Solteiro
11491;Heloísa da Cruz;M;60;22674.61;2026-03-17 00:00:00+00:00;Solteiro
11492;Ana Laura Nunes;F;0;4054.3;2022-08-11 00:00:00+00:00;Casado
11493;Srta. Marcela Gonçalves;F;24;12700.58;2024-06-20 00:00:00+00:00;Casado
11494;Bruna Rezende;F;69;21544.65;2026-01-05 00:00:00+00:00;Divorciado
11495;Larissa Novaes;F;56;1799.68;2022-09-18 00:00:00+00:00;Solteiro
11496;Samuel Nascimento;F;0;18034.08;2026-04-05 00:00:00+00:00;Divorciado
11497;Rafael da Conceição;F;20;17203.49;2024-11-29 00:00:00+00:00;Divorciado
11498;Sra. Clarice Ferreira;F;64;21970.34;2026-01-07 00:00:00+00:00;Divorciado
11499;Emanuella Correia;F;28;21791.23;2022-03-26 00:00:00+00:00;Casado
11500;Dr. Raul Pinto;F;36;8728.29;2021-12-28 00:00:00+00:00;Casado
11501;Bianca Farias;F;66;15790.59;2026-02-05 00:00:00+00:00;Divorciado
11502;Sr. Joaquim Pereira;M;44;19992.79;2025-11-08 00:00:00+00:00;Casado
11503;Renan Ferreira;M;34;13539.5;2024-12-09 00:00:00+00:00;Divorciado
11504;Benjamin Ferreira;M;42;16203.58;2024-01-22 00:00:00+00:00;Casado
11505;Alice Cardoso;F;33;7472.2;2023-04-17 00:00:00+00:00;Divorciado
11506;Caio Pires;M;32;11577.38;2021-08-31 00:00:00+00:00;Solteiro
11507;João Lucas da Paz;M;60;19456.1;2021-09-22 00:00:00+00:00;Divorciado
11508;Sr. Murilo Santos;no value;63;16338.83;2023-02-17 00:00:00+00:00;Divorciado
11509;Benjamin Nascimento;F;67;0.0;2025-09-14 00:00:00+00:00;Solteiro
11510;Levi Pereira;F;30;0.0;2025-01-16 00:00:00+00:00;Divorciado
11511;Ana Julia Moura;F;64;3905.51;2022-06-24 00:00:00+00:00;Solteiro
11512;Laís Pires;F;32;16911.7;2024-11-11 00:00:00+00:00;Divorciado
11513;Dr. Luiz Otávio da Mota;M;69;0.0;2024-12-18 00:00:00+00:00;Solteiro
11514;Ana Laura Fernandes;F;67;12048.3;2025-01-11 00:00:00+00:00;Divorciado
11515;Manuela Peixoto;F;65;23957.8;2024-04-30 00:00:00+00:00;Solteiro
11516;Dr. Daniel Barbosa;F;30;16261.88;2022-04-01 00:00:00+00:00;Divorciado
11517;Dr. Lucas Alves;M;21;0.0;2022-03-15 00:00:00+00:00;Solteiro
11518;Luigi Cavalcanti;M;53;2365.52;2026-04-13 00:00:00+00:00;Divorciado
11519;Luana Pereira;M;67;24018.57;2023-04-06 00:00:00+00:00;Solteiro
11520;Maria Clara Rocha;F;50;3700.96;2021-08-09 00:00:00+00:00;Solteiro
11521;Stephany Cunha;M;45;9934.49;2024-12-15 00:00:00+00:00;Solteiro
11522;Raquel das Neves;M;65;7896.56;2022-07-03 00:00:00+00:00;Solteiro
11523;Helena Castro;F;32;13341.29;2023-04-03 00:00:00+00:00;Solteiro
11524;Ana Vitória Pereira;F;28;24356.57;2025-11-15 00:00:00+00:00;Solteiro
11525;Miguel Silveira;M;26;18066.73;2021-07-06 00:00:00+00:00;Solteiro
11526;João Peixoto;F;39;8626.44;2023-01-14 00:00:00+00:00;Divorciado
11527;Dra. Larissa Nunes;F;43;10838.28;2023-11-13 00:00:00+00:00;Casado
11528;Isadora Costela;M;0;22537.96;2024-07-02 00:00:00+00:00;Divorciado
11529;Sarah Nascimento;M;20;24123.66;2023-10-29 00:00:00+00:00;Casado
11530;Thales Gonçalves;F;47;0.0;2021-08-05 00:00:00+00:00;Casado
11531;Milena Moura;M;40;1945.12;2023-05-14 00:00:00+00:00;Divorciado
11532;Davi Sales;M;32;19633.86;2023-06-20 00:00:00+00:00;Casado
11533;Joana Melo;M;66;6788.91;2023-03-06 00:00:00+00:00;Casado
11534;Ana Clara Nogueira;M;41;3195.47;2025-02-01 00:00:00+00:00;Casado
11535;Emanuel da Cruz;M;38;6522.39;2025-07-26 00:00:00+00:00;Divorciado
11536;Luiz Henrique Campos;M;63;9427.52;2026-04-26 00:00:00+00:00;Casado
11537;Caio da Conceição;F;53;8392.16;2022-10-26 00:00:00+00:00;Solteiro
11538;Srta. Ana Clara da Cruz;M;42;3939.3;2025-02-03 00:00:00+00:00;Divorciado
11539;Nathan Lima;F;60;4020.1;2021-07-09 00:00:00+00:00;Solteiro
11540;Dra. Gabriela Oliveira;F;54;6650.58;2022-06-24 00:00:00+00:00;Divorciado
11541;Samuel Gonçalves;M;39;18534.94;2023-10-13 00:00:00+00:00;Casado
11542;João Vitor Ramos;M;0;5534.94;2022-01-25 00:00:00+00:00;Solteiro
11543;Ana Júlia Ramos;M;45;0.0;2025-06-24 00:00:00+00:00;Casado
11544;Paulo Viana;F;37;21795.47;2025-08-17 00:00:00+00:00;Casado
11545;Emilly Gonçalves;F;61;21776.29;2024-08-14 00:00:00+00:00;Divorciado
11546;Vitória Martins;M;70;18198.15;2025-01-25 00:00:00+00:00;Divorciado
11547;Luigi Campos;F;70;19841.97;2022-04-29 00:00:00+00:00;Solteiro
11548;Davi Martins;F;54;16811.83;2022-02-15 00:00:00+00:00;Divorciado
11549;Pedro Miguel Oliveira;F;74;14454.79;2022-10-11 00:00:00+00:00;Solteiro
11550;Daniel Fernandes;F;69;6324.0;2025-02-06 00:00:00+00:00;Divorciado
11551;Arthur da Mata;M;37;18412.97;2025-11-17 00:00:00+00:00;Casado
11552;Alexandre Ferreira;F;33;19525.07;2023-07-16 00:00:00+00:00;Solteiro
11553;Stephany Rodrigues;F;26;3069.63;2026-04-14 00:00:00+00:00;Divorciado
11554;Lorena Alves;M;37;9848.58;2022-07-12 00:00:00+00:00;Solteiro
11555;Igor Gonçalves;F;65;10547.35;2026-03-01 00:00:00+00:00;Solteiro
11556;João Lucas Nogueira;F;43;0.0;2025-12-29 00:00:00+00:00;Solteiro
11557;Davi Pereira;M;49;8288.55;2025-12-06 00:00:00+00:00;Casado
11558;Gabriel Gomes;F;25;16550.67;2021-12-27 00:00:00+00:00;Divorciado
11559;Laís Barbosa;F;38;3842.76;2023-06-28 00:00:00+00:00;Solteiro
11560;Sarah Vieira;M;73;21178.85;2025-05-11 00:00:00+00:00;Solteiro
11561;Beatriz Costa;M;21;24458.71;2024-12-26 00:00:00+00:00;Casado
11562;Ana Clara Santos;F;24;6096.78;2025-01-24 00:00:00+00:00;Solteiro
11563;Dra. Melissa Costa;M;62;12052.25;2025-09-23 00:00:00+00:00;Solteiro
11564;Gabriela Souza;F;18;11531.44;2023-08-17 00:00:00+00:00;Solteiro
11565;Erick Silveira;M;66;9561.91;2025-09-20 00:00:00+00:00;Casado
11566;Camila Novaes;M;43;14815.94;2021-11-26 00:00:00+00:00;Casado
11567;Thales Nogueira;M;39;5427.56;2023-01-08 00:00:00+00:00;Casado
11568;Amanda Moreira;M;24;10158.24;2021-06-30 00:00:00+00:00;Divorciado
11569;Ana Vitória Nascimento;F;34;7835.76;2025-01-16 00:00:00+00:00;Solteiro
11570;Matheus Peixoto;M;71;7104.36;2024-09-27 00:00:00+00:00;Solteiro
11571;Maria Alice Azevedo;M;51;19138.26;2022-12-24 00:00:00+00:00;Solteiro
11572;Ana Sophia Pinto;M;22;3280.69;2026-04-03 00:00:00+00:00;Divorciado
11573;Augusto Nascimento;F;52;7280.22;2024-11-07 00:00:00+00:00;Casado
11574;Theo da Mata;M;73;0.0;2024-02-07 00:00:00+00:00;Solteiro
11575;Ana Oliveira;M;58;3841.67;2024-10-03 00:00:00+00:00;Divorciado
11576;Luiz Otávio Viana;F;0;1291.35;2023-08-17 00:00:00+00:00;Solteiro
11577;Davi Luiz Oliveira;M;28;16050.24;2023-01-04 00:00:00+00:00;Solteiro
11578;André Monteiro;M;50;7095.79;2024-11-11 00:00:00+00:00;Divorciado
11579;Emilly Gonçalves;M;39;15251.22;2024-12-29 00:00:00+00:00;Solteiro
11580;Emilly Moraes;F;75;4814.06;2022-10-23 00:00:00+00:00;Solteiro
11581;Alice Costela;F;33;24635.86;2023-09-13 00:00:00+00:00;Solteiro
11582;Pedro Henrique Lima;M;33;18556.76;2025-02-22 00:00:00+00:00;Solteiro
11583;Noah Santos;F;0;9062.73;2024-09-05 00:00:00+00:00;Casado
11584;Lívia da Luz;F;63;13351.64;2023-02-14 00:00:00+00:00;Divorciado
11585;Theo Pinto;M;31;1858.11;2022-11-25 00:00:00+00:00;Casado
11586;Brenda Alves;M;19;0.0;2023-02-12 00:00:00+00:00;Divorciado
11587;Bruna Cardoso;F;38;16459.06;2022-06-18 00:00:00+00:00;Casado
11588;Maria Julia Lopes;M;32;7528.93;2023-10-25 00:00:00+00:00;Divorciado
11589;Larissa Gonçalves;F;33;20741.97;2026-01-27 00:00:00+00:00;Divorciado
11590;Sr. Renan Santos;M;64;20348.63;2025-04-15 00:00:00+00:00;Casado
11591;Nathan da Cruz;F;36;20141.18;2026-02-19 00:00:00+00:00;Casado
11592;Enzo Gabriel da Cunha;M;59;18598.51;2024-03-09 00:00:00+00:00;Solteiro
11593;Ana Julia Moraes;F;59;3340.66;2025-02-25 00:00:00+00:00;Divorciado
11594;Maitê Ramos;M;58;10783.69;2024-04-17 00:00:00+00:00;Divorciado
11595;Pietro Cunha;F;48;4596.05;2022-02-03 00:00:00+00:00;Casado
11596;Sr. Nathan Gomes;F;56;1465.62;2022-05-02 00:00:00+00:00;Divorciado
11597;Dr. Luiz Gustavo da Mota;M;72;7530.54;2023-08-18 00:00:00+00:00;Casado
11598;Nicole da Costa;F;56;23548.67;2022-06-07 00:00:00+00:00;Divorciado
11599;Danilo Nascimento;F;67;23883.27;2021-06-11 00:00:00+00:00;Casado
11600;Anthony Souza;M;75;19062.18;2021-10-07 00:00:00+00:00;Divorciado
11601;Dr. Luiz Otávio Castro;F;23;23680.7;2023-07-11 00:00:00+00:00;Divorciado
11602;João Gabriel Rocha;F;37;0.0;2023-05-28 00:00:00+00:00;Casado
11603;Alexandre Nogueira;F;65;9228.54;2025-07-31 00:00:00+00:00;Casado
11604;Letícia Nogueira;F;40;18301.51;2026-01-08 00:00:00+00:00;Solteiro
11605;Lívia Cardoso;M;22;5872.63;2025-09-22 00:00:00+00:00;Casado
11606;João Guilherme Cunha;F;49;7358.14;2024-03-13 00:00:00+00:00;Solteiro
11607;Lavínia Cavalcanti;M;47;3560.41;2023-04-03 00:00:00+00:00;Divorciado
11608;Srta. Catarina Costela;F;55;5464.77;2024-03-14 00:00:00+00:00;Divorciado
11609;Srta. Pietra Pires;F;66;12507.64;2025-06-09 00:00:00+00:00;Divorciado
11610;Samuel Jesus;F;73;11372.63;2025-08-17 00:00:00+00:00;Divorciado
11611;Milena Santos;F;57;2541.51;2022-11-20 00:00:00+00:00;Solteiro
11612;Paulo Costela;M;59;0.0;2021-11-25 00:00:00+00:00;Casado
11613;Caio Moreira;F;57;24516.83;2022-06-12 00:00:00+00:00;Casado
11614;Clarice Jesus;F;21;12325.56;2025-05-16 00:00:00+00:00;Solteiro
11615;Maria Luiza Rocha;M;0;1785.85;2024-08-08 00:00:00+00:00;Divorciado
11616;Laura da Mota;M;23;13594.65;2023-10-28 00:00:00+00:00;Divorciado
11617;Vitória Novaes;F;54;2768.77;2023-11-13 00:00:00+00:00;Casado
11618;Renan Araújo;F;64;18191.95;2021-09-09 00:00:00+00:00;Solteiro
11619;Giovanna Araújo;M;0;3998.95;2024-10-08 00:00:00+00:00;Divorciado
11620;Lorena Carvalho;M;51;15271.02;2022-01-01 00:00:00+00:00;Divorciado
11621;Maitê Moraes;F;62;6075.33;2024-07-24 00:00:00+00:00;Divorciado
11622;Bruna Silva;no value;66;18678.08;2024-08-15 00:00:00+00:00;Casado
11623;Dra. Bianca Correia;F;63;0.0;2022-12-07 00:00:00+00:00;Divorciado
11624;Carlos Eduardo da Mata;F;62;24551.61;2023-09-11 00:00:00+00:00;Divorciado
11625;Breno Freitas;M;53;20021.78;2025-12-13 00:00:00+00:00;Divorciado
11626;Olivia Castro;M;55;22286.92;2026-04-02 00:00:00+00:00;Solteiro
11627;Laura Ramos;F;21;18848.89;2022-08-04 00:00:00+00:00;Divorciado
11628;Lara Ribeiro;M;70;7352.93;2024-04-18 00:00:00+00:00;Divorciado
11629;Gustavo Campos;M;74;13336.2;2023-05-28 00:00:00+00:00;Solteiro
11630;Alana da Cunha;M;64;10098.78;2025-05-21 00:00:00+00:00;Solteiro
11631;Leandro da Mata;F;0;2571.61;2022-06-07 00:00:00+00:00;Divorciado
11632;Pietro da Rocha;M;37;4391.55;2022-10-28 00:00:00+00:00;Solteiro
11633;Lavínia Gonçalves;M;62;23109.02;2026-02-16 00:00:00+00:00;Divorciado
11634;Calebe Mendes;F;19;5917.5;2023-04-02 00:00:00+00:00;Divorciado
11635;Vicente da Mota;M;55;14075.73;2024-01-30 00:00:00+00:00;Solteiro
11636;Maria Viana;M;31;0.0;2023-08-07 00:00:00+00:00;Solteiro
11637;Caroline Lopes;F;50;15821.28;2023-08-23 00:00:00+00:00;Casado
11638;Marcela da Paz;M;38;17019.66;2022-06-04 00:00:00+00:00;Solteiro
11639;Sarah Campos;M;31;22935.57;2022-11-22 00:00:00+00:00;Solteiro
11640;João Miguel Rezende;F;19;23525.27;2024-05-08 00:00:00+00:00;Casado
11641;Carlos Eduardo Pires;M;37;7344.58;2023-06-01 00:00:00+00:00;Casado
11642;Otávio Peixoto;M;69;12424.21;2023-04-19 00:00:00+00:00;Casado
11643;Marcelo Silva;F;54;17658.07;2025-08-29 00:00:00+00:00;Casado
11644;Nicolas Teixeira;M;63;13482.29;2024-11-26 00:00:00+00:00;Divorciado
11645;Otávio Caldeira;M;66;19186.24;2025-02-15 00:00:00+00:00;Divorciado
11646;Felipe Moura;F;41;10952.22;2022-02-01 00:00:00+00:00;Divorciado
11647;Dr. Luiz Miguel Rocha;M;55;9338.84;2022-08-02 00:00:00+00:00;Divorciado
11648;Joaquim Santos;M;40;18980.75;2022-02-26 00:00:00+00:00;Solteiro
11649;Sr. Kaique da Cruz;F;43;12518.37;2022-01-31 00:00:00+00:00;Divorciado
11650;Joaquim Moraes;M;56;9725.22;2023-01-03 00:00:00+00:00;Solteiro
11651;Sr. Fernando Souza;M;36;12909.48;2023-10-26 00:00:00+00:00;Casado
11652;Pedro Lucas da Conceição;F;73;5865.94;2025-01-30 00:00:00+00:00;Solteiro
11653;Pedro Lucas Silva;M;23;5411.49;2023-10-22 00:00:00+00:00;Solteiro
11654;Davi Alves;F;27;0.0;2024-07-24 00:00:00+00:00;Casado
11655;Kevin Melo;F;28;2548.17;2022-03-11 00:00:00+00:00;Casado
11656;Sr. Yago Cardoso;M;0;11182.34;2023-12-01 00:00:00+00:00;Divorciado
11657;Bianca Pereira;M;0;24763.52;2025-12-09 00:00:00+00:00;Casado
11658;Sra. Manuela Martins;M;45;14597.64;2026-04-27 00:00:00+00:00;Casado
11659;Luiz Gustavo Monteiro;M;50;12695.77;2022-06-28 00:00:00+00:00;Divorciado
11660;Antônio Teixeira;F;27;5893.52;2022-09-25 00:00:00+00:00;Casado
11661;Luigi Vieira;F;75;21572.97;2021-11-04 00:00:00+00:00;Solteiro
11662;Maitê da Costa;F;0;24401.52;2024-01-16 00:00:00+00:00;Solteiro
11663;Enrico Azevedo;F;72;0.0;2023-09-25 00:00:00+00:00;Solteiro
11664;Sr. Diego Fogaça;F;22;10900.55;2024-06-27 00:00:00+00:00;Divorciado
